Week,Player,Position,Game,Points,Pass_Attempts,Pass_Completions,Yards,TD,INT,Two_Pass,Rush_Attempt,Rush_Yards,Rush_TD,Two_Rush,Receptions,Rec_Yards,Rec_TD,Two_Rec,FL,TD
3,Charles Clay,TE,BUF@MIN,1,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
3,Jordan Akins,TE,NYG@HOU,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
3,Maxx Williams,TE,DEN@BAL,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
3,Erik Swoope,TE,IND@PHI,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
3,Jonnu Smith,TE,TEN@JAX,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
3,Jesse James,TE,PIT@TB,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
3,Jeff Heuerman,TE,DEN@BAL,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
3,Chris Herndon IV,TE,NYJ@CLE,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0
3,Jermaine Gresham,TE,CHI@ARI,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
3,Virgil Green,TE,LAC@LA,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
3,Gerald Everett,TE,LAC@LA,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
3,Will Dissly,TE,DAL@SEA,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
3,Tyler Conklin,TE,BUF@MIN,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
3,Garrett Celek,TE,SF@KC,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
3,Jake Butt,TE,DEN@BAL,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
3,Nick Boyle,TE,DEN@BAL,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
4,Jared Cook,TE,CLE@OAK,23,0,0,0,0,0,0,0,0,0,0,8,110,2,0,0,0
4,George Kittle,TE,SF@LAC,18,0,0,0,0,0,0,0,0,0,0,6,125,1,0,0,0
4,Trey Burton,TE,TB@CHI,14,0,0,0,0,0,0,0,0,0,0,2,86,1,0,0,0
4,Travis Kelce,TE,KC@DEN,13,0,0,0,0,0,0,0,0,0,0,7,78,1,0,0,0
4,Zach Ertz,TE,PHI@TEN,11,0,0,0,0,0,0,0,0,0,0,10,112,0,0,0,0
4,Darren Fells,TE,CLE@OAK,10,0,0,0,0,0,0,0,0,0,0,1,49,1,0,0,0
4,Eric Ebron,TE,HOU@IND,10,0,0,0,0,0,0,0,0,0,0,5,40,1,0,0,0
4,Geoff Swaim,TE,DET@DAL,9,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0
4,Tyler Eifert,TE,CIN@ATL,9,0,0,0,0,0,0,0,0,0,0,4,38,1,0,0,0
4,Jimmy Graham,TE,BUF@GB,8,0,0,0,0,0,0,0,0,0,0,3,21,1,0,0,0
4,Antonio Gates,TE,SF@LAC,8,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0
4,Cameron Brate,TE,TB@CHI,8,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0
4,Logan Paulsen,TE,CIN@ATL,7,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0
4,Jordan Leggett,TE,NYJ@JAX,7,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0
4,Josh Hill,TE,NO@NYG,6,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0
4,Maxx Williams,TE,BAL@PIT,5,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
4,Ricky Seals-Jones,TE,SEA@ARI,5,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0
4,Kyle Rudolph,TE,MIN@LA,5,0,0,0,0,0,0,0,0,0,0,5,57,0,0,0,0
4,David Njoku,TE,CLE@OAK,5,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
4,Vance McDonald,TE,BAL@PIT,5,0,0,0,0,0,0,0,0,0,0,5,62,0,0,1,0
4,Jeff Heuerman,TE,KC@DEN,5,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0
4,Demetrius Harris,TE,KC@DEN,5,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,0
4,Rob Gronkowski,TE,MIA@NE,4,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0
4,Charles Clay,TE,BUF@GB,4,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0
4,Nick Boyle,TE,BAL@PIT,3,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
4,Benjamin Watson,TE,NO@NYG,2,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
4,Lee Smith,TE,CLE@OAK,2,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
4,Austin Seferian-Jenkins,TE,NYJ@JAX,2,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
4,James O'Shaughnessy,TE,NYJ@JAX,2,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
4,Jesse James,TE,BAL@PIT,2,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
4,Rhett Ellison,TE,NO@NYG,2,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0
4,Jordan Akins,TE,HOU@IND,2,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
4,Levine Toilolo,TE,DET@DAL,1,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
4,Matt LaCosse,TE,KC@DEN,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
4,Austin Hooper,TE,CIN@ATL,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
4,Chris Herndon IV,TE,NYJ@JAX,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
4,Ryan Griffin,TE,HOU@IND,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
4,Dallas Goedert,TE,PHI@TEN,1,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
4,Gerald Everett,TE,MIN@LA,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
4,Jason Croom,TE,BUF@GB,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
4,Mark Andrews,TE,BAL@PIT,1,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
4,Mo Alie-Cox,TE,HOU@IND,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
4,Luke Willson,TE,DET@DAL,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,Nick Vannett,TE,SEA@ARI,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,Hakeem Valles,TE,DET@DAL,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,C.J. Uzomah,TE,CIN@ATL,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,Scott Simonson,TE,NO@NYG,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
