Week,Player,Position,Game,Points,Pass_Attempts,Pass_Completions,Yards,TD,INT,Two_Pass,Rush_Attempt,Rush_Yards,Rush_TD,Two_Rush,Receptions,Rec_Yards,Rec_TD,Two_Rec,FL,TD
2,Geronimo Allison,WR,MIN@GB,6,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0
2,Keenan Allen,WR,LAC@BUF,6,0,0,0,0,0,0,0,0,0,0,6,67,0,0,0,0
2,Willie Snead,WR,BAL@CIN,5,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0
2,Pierre Garcon,WR,DET@SF,5,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0
2,Corey Davis,WR,HOU@TEN,5,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
2,Michael Crabtree,WR,BAL@CIN,5,0,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0
2,Odell Beckham Jr.,WR,NYG@DAL,5,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
2,Tyrell Williams,WR,LAC@BUF,4,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
2,Brandon Marshall,WR,SEA@CHI,4,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0
2,Cody Latimer,WR,NYG@DAL,4,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0
2,Rashard Higgins,WR,CLE@NO,4,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
2,Ted Ginn Jr.,WR,CLE@NO,4,0,0,0,0,0,0,0,0,0,0,4,55,0,0,1,0
2,Taylor Gabriel,WR,SEA@CHI,4,0,0,0,0,0,0,3,17,0,0,4,30,0,0,0,0
2,Bruce Ellington,WR,HOU@TEN,4,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
2,Phillip Dorsett,WR,NE@JAX,4,0,0,0,0,0,0,0,0,0,0,5,44,0,0,0,0
2,Deonte Thompson,WR,NYG@DAL,3,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
2,Dante Pettis,WR,DET@SF,3,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0
2,Jordy Nelson,WR,OAK@DEN,3,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
2,Marvin Hall,WR,CAR@ATL,3,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
2,Ryan Grant,WR,IND@WAS,3,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
2,Robert Foster,WR,LAC@BUF,3,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
2,Josh Doctson,WR,IND@WAS,3,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0
2,Randall Cobb,WR,MIN@GB,3,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
2,Martavis Bryant,WR,OAK@DEN,3,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
2,Jaron Brown,WR,SEA@CHI,3,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0
2,Danny Amendola,WR,MIA@NYJ,3,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0
2,Kamar Aiken,WR,PHI@TB,3,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0
2,Sterling Shepard,WR,NYG@DAL,2,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0
2,Niles Paul,WR,NE@JAX,2,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0
2,Tim Patrick,WR,OAK@DEN,2,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0
2,Christian Kirk,WR,ARI@LA,2,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
2,Jakeem Grant,WR,MIA@NYJ,2,0,0,0,0,0,0,1,5,0,0,2,27,0,0,0,0
2,Larry Fitzgerald,WR,ARI@LA,2,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
2,Jamison Crowder,WR,IND@WAS,2,0,0,0,0,0,0,2,29,0,0,2,8,0,0,0,0
